,Function,Use,Sharing,Reporting,Student_Type,Position_Type,Object_Type,Pre_K,Operating_Status
116677,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
154563,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
108516,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Benefits,NO_LABEL,PreK-12 Operating
237676,Teacher Compensation,Instruction,School Reported,School,Special Education,Teacher,Benefits,NO_LABEL,PreK-12 Operating
269373,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
61951,Facilities & Maintenance,O&M,School Reported,School,Unspecified,NO_LABEL,Equipment & Equipment Lease,NO_LABEL,PreK-12 Operating
338821,Human Resources,Business Services,Leadership & Management,Non-School,Poverty,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12 Operating
34646,Teacher Compensation,Instruction,School Reported,School,Poverty,Teacher,Other Compensation/Stipend,Non PreK,PreK-12 Operating
65177,Teacher Compensation,Instruction,School Reported,School,NO_LABEL,Teacher,NO_LABEL,NO_LABEL,PreK-12 Operating
398825,Teacher Compensation,Instruction,School Reported,School,Special Education,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
134934,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Benefits,NO_LABEL,PreK-12 Operating
262388,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,"Operating, Not PreK-12"
57054,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating
351676,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating
297459,Instructional Materials & Supplies,Instruction,School Reported,School,Special Education,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12 Operating
53985,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating
298800,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
220043,Professional Development,ISPD,Shared Services,Non-School,Special Education,NO_LABEL,Travel & Conferences,NO_LABEL,PreK-12 Operating
59108,Enrichment,NO_LABEL,School Reported,School,NO_LABEL,Club Advisor/Coach,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating
311642,Professional Development,ISPD,School Reported,School,Unspecified,NO_LABEL,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating
66993,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
220407,Teacher Compensation,Instruction,School on Central Budgets,Non-School,Unspecified,Teacher,Benefits,Non PreK,PreK-12 Operating
149920,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating
5496,Facilities & Maintenance,O&M,Shared Services,Non-School,Unspecified,Other,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
303891,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating
116421,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
113405,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating
308122,Teacher Compensation,Instruction,School Reported,School,ELL,Teacher,Other Compensation/Stipend,Non PreK,PreK-12 Operating
228668,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Other Compensation/Stipend,Non PreK,PreK-12 Operating
420200,Substitute Compensation,Instruction,School Reported,School,Poverty,NO_LABEL,Substitute Compensation,NO_LABEL,PreK-12 Operating
443641,Facilities & Maintenance,O&M,Shared Services,Non-School,Unspecified,Custodian,Base Salary/Compensation,Non PreK,PreK-12 Operating
58303,School Administration,Leadership,School Reported,School,Unspecified,NO_LABEL,Equipment & Equipment Lease,NO_LABEL,PreK-12 Operating
73603,Professional Development,ISPD,School Reported,School,Special Education,NO_LABEL,Travel & Conferences,NO_LABEL,PreK-12 Operating
216773,Student Transportation,O&M,Shared Services,Non-School,Special Education,Other,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
237139,Substitute Compensation,Instruction,School Reported,School,Poverty,Substitute,Benefits,NO_LABEL,PreK-12 Operating
76511,Other Non-Compensation,Instruction,School Reported,School,Unspecified,NO_LABEL,Equipment & Equipment Lease,NO_LABEL,PreK-12 Operating
243706,Social & Emotional,Pupil Services & Enrichment,School Reported,School,Unspecified,NO_LABEL,Rent/Utilities,NO_LABEL,PreK-12 Operating
70835,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
438850,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating
246432,Student Transportation,NO_LABEL,Shared Services,Non-School,NO_LABEL,NO_LABEL,Contracted Services,NO_LABEL,PreK-12 Operating
397882,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating
363766,Student Transportation,O&M,Shared Services,Non-School,Special Education,Other,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
180657,Other Compensation,Instruction,School Reported,School,Unspecified,NO_LABEL,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating
433822,Food Services,O&M,Shared Services,School,Unspecified,Other,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
281415,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
22010,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating
24690,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
182673,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
44210,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
313236,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
91495,Food Services,O&M,Shared Services,School,Unspecified,NO_LABEL,Other Non-Compensation,NO_LABEL,PreK-12 Operating
32444,Facilities & Maintenance,O&M,Shared Services,Non-School,Unspecified,Other,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
72755,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
46844,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
256411,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
350554,Food Services,O&M,Shared Services,School,Unspecified,NO_LABEL,Other Non-Compensation,NO_LABEL,PreK-12 Operating
89285,School Administration,Leadership,School Reported,School,Unspecified,Sec/Clerk/Other Admin,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
235310,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating
444755,Enrichment,Pupil Services & Enrichment,School Reported,School,Unspecified,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12 Operating
312081,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating
49002,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,"Operating, Not PreK-12"
137411,Professional Development,ISPD,Shared Services,Non-School,ELL,NO_LABEL,Rent/Utilities,NO_LABEL,PreK-12 Operating
197994,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating
352852,Teacher Compensation,Instruction,School Reported,School,Special Education,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
264759,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating
343116,Food Services,O&M,School Reported,School,Unspecified,Other,Benefits,NO_LABEL,PreK-12 Operating
174634,Professional Development,ISPD,School Reported,School,Poverty,NO_LABEL,Travel & Conferences,NO_LABEL,PreK-12 Operating
26269,Enrichment,Pupil Services & Enrichment,School on Central Budgets,Non-School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
56630,Aides Compensation,Instruction,School Reported,School,PreK,TA,Base Salary/Compensation,PreK,PreK-12 Operating
309338,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
209283,Other Compensation,Instruction,School Reported,School,Unspecified,NO_LABEL,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating
136901,Physical Health & Services,Pupil Services & Enrichment,Leadership & Management,Non-School,Unspecified,NO_LABEL,Equipment & Equipment Lease,NO_LABEL,PreK-12 Operating
176113,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,Non PreK,PreK-12 Operating
425198,Security & Safety,NO_LABEL,Shared Services,Non-School,NO_LABEL,NO_LABEL,Contracted Services,NO_LABEL,PreK-12 Operating
258585,"Finance, Budget, Purchasing & Distribution",Business Services,School Reported,School,Unspecified,Other,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
93353,Teacher Compensation,Instruction,School Reported,School,Special Education,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
221373,Professional Development,ISPD,Leadership & Management,Non-School,Special Education,NO_LABEL,Travel & Conferences,NO_LABEL,PreK-12 Operating
224275,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Benefits,NO_LABEL,PreK-12 Operating
238433,Enrichment,Pupil Services & Enrichment,School Reported,School,Unspecified,Club Advisor/Coach,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating
128483,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
109503,Library & Media,Instruction,School Reported,School,Unspecified,Librarian,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
267724,Aides Compensation,Instruction,Shared Services,Non-School,PreK,TA,Base Salary/Compensation,PreK,PreK-12 Operating
73429,Food Services,O&M,Shared Services,School,Unspecified,Other,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
193091,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating
72908,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
166096,Instructional Materials & Supplies,Instruction,School Reported,School,Unspecified,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12 Operating
201245,"Finance, Budget, Purchasing & Distribution",Business Services,Leadership & Management,Non-School,Unspecified,Other,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
23612,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
433065,Enrichment,Pupil Services & Enrichment,School on Central Budgets,Non-School,Unspecified,Club Advisor/Coach,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating
8112,Physical Health & Services,Pupil Services & Enrichment,School Reported,School,Special Education,Other,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
343629,Student Transportation,O&M,Shared Services,Non-School,Special Education,Other,Benefits,NO_LABEL,PreK-12 Operating
160843,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
152273,Physical Health & Services,Pupil Services & Enrichment,School on Central Budgets,Non-School,Unspecified,Coordinator/Manager,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
328160,Professional Development,ISPD,School Reported,School,Poverty,NO_LABEL,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating
112916,Aides Compensation,Instruction,School Reported,School,Special Education,TA,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
169872,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
360326,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating
32863,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
7916,Curriculum Development,ISPD,Leadership & Management,Non-School,Unspecified,Sec/Clerk/Other Admin,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
258937,Substitute Compensation,Instruction,School on Central Budgets,Non-School,Unspecified,Substitute,Benefits,NO_LABEL,PreK-12 Operating
318348,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
169284,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Substitute Compensation,NO_LABEL,PreK-12 Operating
362357,Enrichment,Pupil Services & Enrichment,School Reported,School,Unspecified,Club Advisor/Coach,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating
109366,Food Services,NO_LABEL,School Reported,School,NO_LABEL,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12 Operating
285455,Other Non-Compensation,Instruction,School Reported,School,Unspecified,NO_LABEL,Other Non-Compensation,NO_LABEL,PreK-12 Operating
102001,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,Non PreK,PreK-12 Operating
104355,Facilities & Maintenance,O&M,School Reported,School,Unspecified,NO_LABEL,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating
87333,Professional Development,ISPD,Leadership & Management,Non-School,Unspecified,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12 Operating
157207,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating
239176,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating
306458,Aides Compensation,Instruction,School Reported,School,Special Education,TA,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
312664,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Substitute Compensation,Non PreK,PreK-12 Operating
83787,Teacher Compensation,Instruction,School Reported,School,Special Education,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
136341,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Benefits,NO_LABEL,PreK-12 Operating
381346,Instructional Materials & Supplies,Instruction,School Reported,School,Poverty,NO_LABEL,Supplies/Materials,NO_LABEL,PreK-12 Operating
286643,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,Non PreK,PreK-12 Operating
334808,Aides Compensation,Instruction,School Reported,School,Special Education,TA,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
23413,Utilities,O&M,School Reported,School,Unspecified,NO_LABEL,Rent/Utilities,NO_LABEL,PreK-12 Operating
206226,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating
56877,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,NO_LABEL,Non-Operating
434612,Physical Health & Services,Pupil Services & Enrichment,School on Central Budgets,Non-School,Special Education,NO_LABEL,Contracted Services,Non PreK,PreK-12 Operating
41892,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
430364,Teacher Compensation,Instruction,School on Central Budgets,Non-School,Unspecified,Teacher,Base Salary/Compensation,Non PreK,PreK-12 Operating
173103,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Benefits,NO_LABEL,PreK-12 Operating
91947,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
391181,Teacher Compensation,Instruction,School Reported,School,Unspecified,Teacher,Base Salary/Compensation,NO_LABEL,PreK-12 Operating
196351,School Administration,Leadership,School Reported,School,Unspecified,NO_LABEL,Rent/Utilities,NO_LABEL,PreK-12 Operating
191214,Extended Time & Tutoring,Instruction,School Reported,School,Unspecified,NO_LABEL,Other Compensation/Stipend,NO_LABEL,PreK-12 Operating
429152,Substitute Compensation,Instruction,School Reported,School,Unspecified,Substitute,Substitute Compensation,Non PreK,PreK-12 Operating
